_MEMBER_MyList,_LogP_MyList,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-3.3,GO:0045324,late endosome to vacuole transport,M1,1,0
1,-3.5,GO:0045860,positive regulation of protein kinase activity,M1,1,0
1,-2.3,GO:0006720,isoprenoid metabolic process,M1,1,0
1,-2.7,GO:1902473,regulation of protein localization to synapse,M1,1,0
1,-2.6,GO:0002503,peptide antigen assembly with MHC class II protein complex,M1,1,0
1,-4.5,GO:0009206,purine ribonucleoside triphosphate biosynthetic process,M1,1,0
1,-2.4,GO:0002478,antigen processing and presentation of exogenous peptide antigen,M1,1,0
1,-2,GO:0051224,negative regulation of protein transport,M1,1,0
1,-26,GO:0043604,amide biosynthetic process,M1,1,0
1,-4,GO:0010638,positive regulation of organelle organization,M1,1,0
1,-5.8,GO:0009144,purine nucleoside triphosphate metabolic process,M1,1,0
1,-2.9,GO:0032511,late endosome to vacuole transport via multivesicular body sorting pathway,M1,1,0
1,-3.7,GO:1904851,positive regulation of establishment of protein localization to telomere,M1,1,0
1,-2.6,GO:0048490,anterograde synaptic vesicle transport,M1,1,0
1,-2.3,GO:0030902,hindbrain development,M1,1,0
1,-2.2,GO:0097576,vacuole fusion,M1,1,0
1,-4.6,GO:0050865,regulation of cell activation,M1,1,0
1,-2.2,GO:0099175,regulation of postsynapse organization,M1,1,0
1,-5.3,GO:0009063,amino acid catabolic process,M1,1,0
1,-2.1,GO:0071731,response to nitric oxide,M1,1,0
1,-3,GO:0035188,hatching,M1,1,0
1,-6.4,GO:0048167,regulation of synaptic plasticity,M1,1,0
1,-2.4,GO:0006354,DNA-templated transcription elongation,M1,1,0
1,-3.2,GO:0061900,glial cell activation,M1,1,0
1,-3.1,GO:0033673,negative regulation of kinase activity,M1,1,0
1,-4.3,GO:0008088,axo-dendritic transport,M1,1,0
1,-2.1,GO:0060710,chorio-allantoic fusion,M1,1,0
1,-3,GO:0007610,behavior,M1,1,0
1,-3.3,GO:1905097,regulation of guanyl-nucleotide exchange factor activity,M1,1,0
1,-2.1,GO:0032211,negative regulation of telomere maintenance via telomerase,M1,1,0
1,-2.3,GO:0097305,response to alcohol,M1,1,0
1,-3.2,GO:1903241,U2-type prespliceosome assembly,M1,1,0
1,-2.1,GO:0006998,nuclear envelope organization,M1,1,0
1,-2.4,GO:0032509,endosome transport via multivesicular body sorting pathway,M1,1,0
1,-2.7,GO:0010507,negative regulation of autophagy,M1,1,0
1,-27,GO:0043043,peptide biosynthetic process,M1,1,0
1,-3.2,GO:0048713,regulation of oligodendrocyte differentiation,M1,1,0
1,-5.2,GO:0008380,RNA splicing,M1,1,0
1,-3.2,GO:1903707,negative regulation of hemopoiesis,M1,1,0
1,-2.3,GO:0098869,cellular oxidant detoxification,M1,1,0
1,-2.3,GO:0006367,transcription initiation at RNA polymerase II promoter,M1,1,0
1,-2.5,GO:0050673,epithelial cell proliferation,M1,1,0
1,-2.3,GO:0045428,regulation of nitric oxide biosynthetic process,M1,1,0
1,-9.5,GO:0006091,generation of precursor metabolites and energy,M1,1,0
1,-2.2,GO:0021801,cerebral cortex radial glia-guided migration,M1,1,0
1,-2.6,GO:0002838,negative regulation of immune response to tumor cell,M1,1,0
1,-8.6,GO:0042176,regulation of protein catabolic process,M1,1,0
1,-2.2,GO:0045761,regulation of adenylate cyclase activity,M1,1,0
1,-5.8,GO:0043009,chordate embryonic development,M1,1,0
1,-2.2,GO:0090263,positive regulation of canonical Wnt signaling pathway,M1,1,0
1,-3.4,GO:0031650,regulation of heat generation,M1,1,0
1,-2.3,GO:1902806,regulation of cell cycle G1/S phase transition,M1,1,0
1,-2.1,GO:0032892,positive regulation of organic acid transport,M1,1,0
1,-2,GO:0006399,tRNA metabolic process,M1,1,0
1,-5,GO:0072001,renal system development,M1,1,0
1,-6,GO:0006413,translational initiation,M1,1,0
1,-3.6,GO:0022604,regulation of cell morphogenesis,M1,1,0
1,-4.9,GO:1902107,positive regulation of leukocyte differentiation,M1,1,0
1,-2.3,GO:0010606,positive regulation of cytoplasmic mRNA processing body assembly,M1,1,0
1,-3.1,GO:0009167,purine ribonucleoside monophosphate metabolic process,M1,1,0
1,-3.1,GO:1902410,mitotic cytokinetic process,M1,1,0
1,-5.9,GO:0007018,microtubule-based movement,M1,1,0
1,-2.5,GO:0070936,protein K48-linked ubiquitination,M1,1,0
1,-3.9,GO:0050777,negative regulation of immune response,M1,1,0
1,-5.8,GO:0019318,hexose metabolic process,M1,1,0
1,-4.5,GO:0051249,regulation of lymphocyte activation,M1,1,0
1,-2.6,GO:0070779,D-aspartate import across plasma membrane,M1,1,0
1,-28,GO:0006412,translation,M1,1,0
1,-4.2,GO:0009142,nucleoside triphosphate biosynthetic process,M1,1,0
1,-3.7,GO:0062197,cellular response to chemical stress,M1,1,0
1,-2.6,GO:1903432,regulation of TORC1 signaling,M1,1,0
1,-2.5,GO:0071214,cellular response to abiotic stimulus,M1,1,0
1,-2.1,GO:0007160,cell-matrix adhesion,M1,1,0
1,-2,GO:0009308,amine metabolic process,M1,1,0
1,-3.2,GO:0070202,regulation of establishment of protein localization to chromosome,M1,1,0
1,-3.1,GO:0035774,positive regulation of insulin secretion involved in cellular response to glucose stimulus,M1,1,0
1,-6.4,GO:0009141,nucleoside triphosphate metabolic process,M1,1,0
1,-3.1,GO:0007167,enzyme-linked receptor protein signaling pathway,M1,1,0
1,-2.7,GO:0002639,positive regulation of immunoglobulin production,M1,1,0
1,-2.3,GO:0006635,fatty acid beta-oxidation,M1,1,0
1,-9.9,GO:0042254,ribosome biogenesis,M1,1,0
1,-6.7,GO:0045937,positive regulation of phosphate metabolic process,M1,1,0
1,-5.1,GO:0072594,establishment of protein localization to organelle,M1,1,0
1,-3,GO:0007034,vacuolar transport,M1,1,0
1,-6.6,GO:0034315,regulation of Arp2/3 complex-mediated actin nucleation,M1,1,0
1,-3.4,GO:0006414,translational elongation,M1,1,0
1,-2.8,GO:0019646,aerobic electron transport chain,M1,1,0
1,-2.2,GO:1902253,regulation of intrinsic apoptotic signaling pathway by p53 class mediator,M1,1,0
1,-9.5,GO:0034655,nucleobase-containing compound catabolic process,M1,1,0
1,-5.5,GO:0009166,nucleotide catabolic process,M1,1,0
1,-4.4,GO:0002431,Fc receptor mediated stimulatory signaling pathway,M1,1,0
1,-4.6,GO:1904871,positive regulation of protein localization to Cajal body,M1,1,0
1,-8.5,GO:0051046,regulation of secretion,M1,1,0
1,-2.1,GO:0002396,MHC protein complex assembly,M1,1,0
1,-7.9,GO:0010975,regulation of neuron projection development,M1,1,0
1,-2.8,GO:0051126,negative regulation of actin nucleation,M1,1,0
1,-3,GO:0071684,organism emergence from protective structure,M1,1,0
1,-4.7,GO:0030335,positive regulation of cell migration,M1,1,0
1,-2.6,GO:0042594,response to starvation,M1,1,0
1,-3.7,GO:0006486,protein glycosylation,M1,1,0
1,-5.4,GO:0010563,negative regulation of phosphorus metabolic process,M1,1,0
1,-2.3,GO:0019320,hexose catabolic process,M1,1,0
1,-2.3,GO:0006572,tyrosine catabolic process,M1,1,0
1,-3.8,GO:0006417,regulation of translation,M1,1,0
1,-2.2,GO:0021915,neural tube development,M1,1,0
1,-3.5,GO:0039702,viral budding via host ESCRT complex,M1,1,0
1,-9.5,GO:1901361,organic cyclic compound catabolic process,M1,1,0
1,-3.9,GO:0001514,selenocysteine incorporation,M1,1,0
1,-2.1,GO:0036293,response to decreased oxygen levels,M1,1,0
1,-2,GO:0014003,oligodendrocyte development,M1,1,0
1,-2.4,GO:0030324,lung development,M1,1,0
1,-2.4,GO:0019884,antigen processing and presentation of exogenous antigen,M1,1,0
1,-4.1,GO:0006403,RNA localization,M1,1,0
1,-3.6,GO:0009100,glycoprotein metabolic process,M1,1,0
1,-6,GO:0022407,regulation of cell-cell adhesion,M1,1,0
1,-4.8,GO:0007265,Ras protein signal transduction,M1,1,0
1,-3.3,GO:0051028,mRNA transport,M1,1,0
1,-2.5,GO:0030833,regulation of actin filament polymerization,M1,1,0
1,-7.3,GO:0044092,negative regulation of molecular function,M1,1,0
1,-3,GO:0031468,nuclear membrane reassembly,M1,1,0
1,-2.1,GO:0002792,negative regulation of peptide secretion,M1,1,0
1,-3,GO:0061448,connective tissue development,M1,1,0
1,-2,GO:0035270,endocrine system development,M1,1,0
1,-6,GO:0051051,negative regulation of transport,M1,1,0
1,-4.9,GO:2000147,positive regulation of cell motility,M1,1,0
1,-2.7,GO:0034765,regulation of monoatomic ion transmembrane transport,M1,1,0
1,-5.5,GO:0045936,negative regulation of phosphate metabolic process,M1,1,0
1,-4,GO:0071248,cellular response to metal ion,M1,1,0
1,-2.3,GO:0070665,positive regulation of leukocyte proliferation,M1,1,0
1,-4.4,GO:0016125,sterol metabolic process,M1,1,0
1,-3.4,GO:0008064,regulation of actin polymerization or depolymerization,M1,1,0
1,-3.1,GO:1903052,positive regulation of proteolysis involved in protein catabolic process,M1,1,0
1,-3.9,GO:0042116,macrophage activation,M1,1,0
1,-3.7,GO:0033674,positive regulation of kinase activity,M1,1,0
1,-2.4,GO:0061763,multivesicular body-lysosome fusion,M1,1,0
1,-6.5,GO:0090150,establishment of protein localization to membrane,M1,1,0
1,-2,GO:2001251,negative regulation of chromosome organization,M1,1,0
1,-2.4,GO:0043523,regulation of neuron apoptotic process,M1,1,0
1,-6.1,GO:0061919,process utilizing autophagic mechanism,M1,1,0
1,-2.3,GO:0046121,deoxyribonucleoside catabolic process,M1,1,0
1,-2,GO:0030316,osteoclast differentiation,M1,1,0
1,-2.1,GO:0043370,"regulation of CD4-positive, alpha-beta T cell differentiation",M1,1,0
1,-9.1,GO:0030029,actin filament-based process,M1,1,0
1,-9.1,GO:0060627,regulation of vesicle-mediated transport,M1,1,0
1,-6.3,GO:0061136,regulation of proteasomal protein catabolic process,M1,1,0
1,-3.8,GO:1901796,regulation of signal transduction by p53 class mediator,M1,1,0
1,-2.7,GO:0048565,digestive tract development,M1,1,0
1,-3.3,GO:1990849,vacuolar localization,M1,1,0
1,-2.5,GO:0007369,gastrulation,M1,1,0
1,-2.9,GO:0006897,endocytosis,M1,1,0
1,-5.2,GO:0001934,positive regulation of protein phosphorylation,M1,1,0
1,-2,GO:0061318,renal filtration cell differentiation,M1,1,0
1,-2.6,GO:0000910,cytokinesis,M1,1,0
1,-7.4,GO:0031175,neuron projection development,M1,1,0
1,-7.8,GO:1901615,organic hydroxy compound metabolic process,M1,1,0
1,-5.2,GO:0046395,carboxylic acid catabolic process,M1,1,0
1,-2.7,GO:0080164,regulation of nitric oxide metabolic process,M1,1,0
1,-3,GO:0050920,regulation of chemotaxis,M1,1,0
1,-2.9,GO:0097212,lysosomal membrane organization,M1,1,0
1,-2.4,GO:0000413,protein peptidyl-prolyl isomerization,M1,1,0
1,-3.1,GO:0002698,negative regulation of immune effector process,M1,1,0
1,-5,GO:0010721,negative regulation of cell development,M1,1,0
1,-4.1,GO:0009161,ribonucleoside monophosphate metabolic process,M1,1,0
1,-4,GO:0006119,oxidative phosphorylation,M1,1,0
1,-2.4,GO:0071320,cellular response to cAMP,M1,1,0
1,-3,GO:0150062,complement-mediated synapse pruning,M1,1,0
1,-2.1,GO:0046719,regulation by virus of viral protein levels in host cell,M1,1,0
1,-2,GO:0045672,positive regulation of osteoclast differentiation,M1,1,0
1,-5.2,GO:0006351,DNA-templated transcription,M1,1,0
1,-2.9,GO:0035307,positive regulation of protein dephosphorylation,M1,1,0
1,-2.6,GO:0021549,cerebellum development,M1,1,0
1,-3,GO:0036261,7-methylguanosine cap hypermethylation,M1,1,0
1,-3.3,GO:0051592,response to calcium ion,M1,1,0
1,-3,GO:0009134,nucleoside diphosphate catabolic process,M1,1,0
1,-5.3,GO:0006457,protein folding,M1,1,0
1,-9.1,GO:0044270,cellular nitrogen compound catabolic process,M1,1,0
1,-2.6,GO:1901906,diadenosine pentaphosphate metabolic process,M1,1,0
1,-3,GO:1901875,positive regulation of post-translational protein modification,M1,1,0
1,-8.3,GO:0031344,regulation of cell projection organization,M1,1,0
1,-2.6,GO:0015986,proton motive force-driven ATP synthesis,M1,1,0
1,-5.4,GO:0001933,negative regulation of protein phosphorylation,M1,1,0
1,-2.9,GO:1903038,negative regulation of leukocyte cell-cell adhesion,M1,1,0
1,-4.2,GO:0008202,steroid metabolic process,M1,1,0
1,-2.6,GO:0061351,neural precursor cell proliferation,M1,1,0
1,-2.2,GO:1904357,negative regulation of telomere maintenance via telomere lengthening,M1,1,0
1,-3.1,GO:0042026,protein refolding,M1,1,0
1,-2.8,GO:0050866,negative regulation of cell activation,M1,1,0
1,-2.7,GO:0051960,regulation of nervous system development,M1,1,0
1,-2.6,GO:1901910,adenosine 5'-(hexahydrogen pentaphosphate) metabolic process,M1,1,0
1,-2.2,GO:0038093,Fc receptor signaling pathway,M1,1,0
1,-4,GO:0001774,microglial cell activation,M1,1,0
1,-2.1,GO:0072243,metanephric nephron epithelium development,M1,1,0
1,-2.8,GO:0060348,bone development,M1,1,0
1,-3.1,GO:0021795,cerebral cortex cell migration,M1,1,0
1,-2.1,GO:0008360,regulation of cell shape,M1,1,0
1,-3.5,GO:2000779,regulation of double-strand break repair,M1,1,0
1,-2.7,GO:0006879,intracellular iron ion homeostasis,M1,1,0
1,-5.1,GO:1902652,secondary alcohol metabolic process,M1,1,0
1,-2.5,GO:0072329,monocarboxylic acid catabolic process,M1,1,0
1,-2.4,GO:0045637,regulation of myeloid cell differentiation,M1,1,0
1,-2.2,GO:0051279,regulation of release of sequestered calcium ion into cytosol,M1,1,0
1,-2.2,GO:0071677,positive regulation of mononuclear cell migration,M1,1,0
1,-8.4,GO:0120035,regulation of plasma membrane bounded cell projection organization,M1,1,0
1,-13,GO:0006753,nucleoside phosphate metabolic process,M1,1,0
1,-6.2,GO:0072523,purine-containing compound catabolic process,M1,1,0
1,-4.1,GO:0030031,cell projection assembly,M1,1,0
1,-2.9,GO:0051650,establishment of vesicle localization,M1,1,0
1,-5.1,GO:0045333,cellular respiration,M1,1,0
1,-2.2,GO:0050847,progesterone receptor signaling pathway,M1,1,0
1,-3.3,GO:0023061,signal release,M1,1,0
1,-2.2,GO:1903859,regulation of dendrite extension,M1,1,0
1,-26,GO:0006518,peptide metabolic process,M1,1,0
1,-3.3,GO:0015931,nucleobase-containing compound transport,M1,1,0
1,-2.1,GO:0021960,anterior commissure morphogenesis,M1,1,0
1,-2.4,GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,M1,1,0
1,-3.9,GO:2000278,regulation of DNA biosynthetic process,M1,1,0
1,-2.2,GO:0043299,leukocyte degranulation,M1,1,0
1,-4.5,GO:0009083,branched-chain amino acid catabolic process,M1,1,0
1,-2.9,GO:0002504,antigen processing and presentation of peptide or polysaccharide antigen via MHC class II,M1,1,0
1,-2.6,GO:0034504,protein localization to nucleus,M1,1,0
1,-2.5,GO:0051303,establishment of chromosome localization,M1,1,0
1,-8.1,GO:1903050,regulation of proteolysis involved in protein catabolic process,M1,1,0
1,-2.4,GO:0009611,response to wounding,M1,1,0
1,-2.2,GO:0000132,establishment of mitotic spindle orientation,M1,1,0
1,-4.1,GO:0019058,viral life cycle,M1,1,0
1,-3.2,GO:0021543,pallium development,M1,1,0
1,-2.5,GO:0071985,multivesicular body sorting pathway,M1,1,0
1,-2.5,GO:0030336,negative regulation of cell migration,M1,1,0
1,-3.9,GO:0016601,Rac protein signal transduction,M1,1,0
1,-5.6,GO:0009261,ribonucleotide catabolic process,M1,1,0
1,-2.1,GO:0031622,positive regulation of fever generation,M1,1,0
1,-4.4,GO:0009145,purine nucleoside triphosphate biosynthetic process,M1,1,0
1,-2.8,GO:0040011,locomotion,M1,1,0
1,-4.7,GO:0046434,organophosphate catabolic process,M1,1,0
1,-4,GO:0150116,regulation of cell-substrate junction organization,M1,1,0
1,-2.4,GO:0048284,organelle fusion,M1,1,0
1,-8.9,GO:1903530,regulation of secretion by cell,M1,1,0
1,-4.4,GO:0045859,regulation of protein kinase activity,M1,1,0
1,-11,GO:0019941,modification-dependent protein catabolic process,M1,1,0
1,-12,GO:0006163,purine nucleotide metabolic process,M1,1,0
1,-2,GO:0060711,labyrinthine layer development,M1,1,0
1,-3.4,GO:0098696,regulation of neurotransmitter receptor localization to postsynaptic specialization membrane,M1,1,0
1,-2,GO:0045739,positive regulation of DNA repair,M1,1,0
1,-6.5,GO:0006402,mRNA catabolic process,M1,1,0
1,-4.8,GO:0000902,cell morphogenesis,M1,1,0
1,-4.4,GO:0050808,synapse organization,M1,1,0
1,-2.6,GO:0070979,protein K11-linked ubiquitination,M1,1,0
1,-3.8,GO:0032434,regulation of proteasomal ubiquitin-dependent protein catabolic process,M1,1,0
1,-6.4,GO:0051223,regulation of protein transport,M1,1,0
1,-2.1,GO:0070507,regulation of microtubule cytoskeleton organization,M1,1,0
1,-2.1,GO:0014831,gastro-intestinal system smooth muscle contraction,M1,1,0
1,-4.6,GO:1901873,regulation of post-translational protein modification,M1,1,0
1,-2.3,GO:2000515,"negative regulation of CD4-positive, alpha-beta T cell activation",M1,1,0
1,-4.9,GO:0050708,regulation of protein secretion,M1,1,0
1,-7.7,GO:0110053,regulation of actin filament organization,M1,1,0
1,-2.1,GO:0048545,response to steroid hormone,M1,1,0
1,-2.7,GO:1904358,positive regulation of telomere maintenance via telomere lengthening,M1,1,0
1,-4.4,GO:0002697,regulation of immune effector process,M1,1,0
1,-4.3,GO:0002886,regulation of myeloid leukocyte mediated immunity,M1,1,0
1,-3.1,GO:0071417,cellular response to organonitrogen compound,M1,1,0
1,-3.8,GO:0051893,regulation of focal adhesion assembly,M1,1,0
1,-5,GO:0009725,response to hormone,M1,1,0
1,-2.7,GO:0032663,regulation of interleukin-2 production,M1,1,0
1,-2.6,GO:0070482,response to oxygen levels,M1,1,0
1,-5,GO:0097435,supramolecular fiber organization,M1,1,0
1,-2,GO:1903747,regulation of establishment of protein localization to mitochondrion,M1,1,0
1,-2.6,GO:0055080,monoatomic cation homeostasis,M1,1,0
1,-6.1,GO:0010970,transport along microtubule,M1,1,0
1,-9.1,GO:0046700,heterocycle catabolic process,M1,1,0
1,-2.9,GO:0010810,regulation of cell-substrate adhesion,M1,1,0
1,-2.3,GO:0050921,positive regulation of chemotaxis,M1,1,0
1,-3.9,GO:0022408,negative regulation of cell-cell adhesion,M1,1,0
1,-2.7,GO:0007032,endosome organization,M1,1,0
1,-8.3,GO:0016071,mRNA metabolic process,M1,1,0
1,-3.2,GO:0006909,phagocytosis,M1,1,0
1,-2.4,GO:0043087,regulation of GTPase activity,M1,1,0
1,-5.6,GO:0016072,rRNA metabolic process,M1,1,0
1,-2.5,GO:0045619,regulation of lymphocyte differentiation,M1,1,0
1,-5.3,GO:0002791,regulation of peptide secretion,M1,1,0
1,-3.2,GO:0007224,smoothened signaling pathway,M1,1,0
1,-2.8,GO:1902683,regulation of receptor localization to synapse,M1,1,0
1,-6.4,GO:0022900,electron transport chain,M1,1,0
1,-2.1,GO:0060134,prepulse inhibition,M1,1,0
1,-8.7,GO:0051656,establishment of organelle localization,M1,1,0
1,-4.6,GO:0002694,regulation of leukocyte activation,M1,1,0
1,-2.5,GO:0006406,mRNA export from nucleus,M1,1,0
1,-12,GO:0009117,nucleotide metabolic process,M1,1,0
1,-2.7,GO:0019076,viral release from host cell,M1,1,0
1,-4.6,GO:0050796,regulation of insulin secretion,M1,1,0
1,-2.1,GO:0043113,receptor clustering,M1,1,0
1,-2,GO:0072170,metanephric tubule development,M1,1,0
1,-3,GO:0007162,negative regulation of cell adhesion,M1,1,0
1,-2.5,GO:1905477,positive regulation of protein localization to membrane,M1,1,0
1,-2.6,GO:1902229,regulation of intrinsic apoptotic signaling pathway in response to DNA damage,M1,1,0
1,-3.1,GO:0051222,positive regulation of protein transport,M1,1,0
1,-2.1,GO:0045806,negative regulation of endocytosis,M1,1,0
1,-4.7,GO:0031329,regulation of cellular catabolic process,M1,1,0
1,-3.4,GO:0032024,positive regulation of insulin secretion,M1,1,0
1,-4.2,GO:0008203,cholesterol metabolic process,M1,1,0
1,-4.8,GO:0048858,cell projection morphogenesis,M1,1,0
1,-2.5,GO:0007187,"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger",M1,1,0
1,-2.4,GO:0009120,deoxyribonucleoside metabolic process,M1,1,0
1,-3.3,GO:0034762,regulation of transmembrane transport,M1,1,0
1,-4.7,GO:0009060,aerobic respiration,M1,1,0
1,-2.6,GO:0009914,hormone transport,M1,1,0
1,-3.4,GO:0031345,negative regulation of cell projection organization,M1,1,0
1,-2.8,GO:0051494,negative regulation of cytoskeleton organization,M1,1,0
1,-4.9,GO:1903708,positive regulation of hemopoiesis,M1,1,0
1,-4.2,GO:0009135,purine nucleoside diphosphate metabolic process,M1,1,0
1,-4.2,GO:0001775,cell activation,M1,1,0
1,-2.3,GO:1903900,regulation of viral life cycle,M1,1,0
1,-2.1,GO:0007229,integrin-mediated signaling pathway,M1,1,0
1,-5.7,GO:0048524,positive regulation of viral process,M1,1,0
1,-8.5,GO:0072657,protein localization to membrane,M1,1,0
1,-4.2,GO:0009179,purine ribonucleoside diphosphate metabolic process,M1,1,0
1,-4.4,GO:0002269,leukocyte activation involved in inflammatory response,M1,1,0
1,-4.5,GO:0009081,branched-chain amino acid metabolic process,M1,1,0
1,-3.8,GO:0050803,regulation of synapse structure or activity,M1,1,0
1,-3,GO:0046165,alcohol biosynthetic process,M1,1,0
1,-4.1,GO:0009201,ribonucleoside triphosphate biosynthetic process,M1,1,0
1,-4.7,GO:0046883,regulation of hormone secretion,M1,1,0
1,-8.9,GO:0000377,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",M1,1,0
1,-8.6,GO:0030036,actin cytoskeleton organization,M1,1,0
1,-3.6,GO:0033044,regulation of chromosome organization,M1,1,0
1,-3.1,GO:0043408,regulation of MAPK cascade,M1,1,0
1,-2.6,GO:1901907,diadenosine pentaphosphate catabolic process,M1,1,0
1,-2.4,GO:0050872,white fat cell differentiation,M1,1,0
1,-2.2,GO:0035196,miRNA processing,M1,1,0
1,-4.4,GO:0000245,spliceosomal complex assembly,M1,1,0
1,-4.6,GO:1904869,regulation of protein localization to Cajal body,M1,1,0
1,-6.7,GO:0072384,organelle transport along microtubule,M1,1,0
1,-4,GO:0034599,cellular response to oxidative stress,M1,1,0
1,-3.4,GO:0072526,pyridine-containing compound catabolic process,M1,1,0
1,-2.7,GO:0023019,signal transduction involved in regulation of gene expression,M1,1,0
1,-4.9,GO:0001764,neuron migration,M1,1,0
1,-3.5,GO:0009137,purine nucleoside diphosphate catabolic process,M1,1,0
1,-6.3,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,M1,1,0
1,-2.6,GO:2000060,positive regulation of ubiquitin-dependent protein catabolic process,M1,1,0
1,-3.1,GO:0061077,chaperone-mediated protein folding,M1,1,0
1,-3.7,GO:0043413,macromolecule glycosylation,M1,1,0
